word,lema
agravante,agravante
agravante,agravantes
agravar,agrava
agravar,agravada
agravar,agravadas
agravar,agravado
agravar,agravados
agravar,agrava-lhe
agravar,agravam
agravar,agravámos
agravar,agravam-se
agravar,agravando
agravar,agravando-lhe
agravar,agravando-se
agravar,agravar
agravar,agravara
agravar,agravará
agravar,agravaram
agravar,agravaram-se
agravar,agravarão
agravar,agravarem
agravar,agravarem-se
agravar,agravaria
agravar,agravariam
agravar,agravar-se
agravar,agravar-se-á
agravar,agravar-se-ia
agravar,agravar-se-lhe
agravar,agrava-se
agravar,agrava-se
agravar,agravasse
agravar,agravassem
agravar,agravava
agravar,agravavam
agravar,agravava-se
agravar,agrave
agravar,agravem
agravar,agravo
agravar,agravou
agravar,agravou-o
agravar,agravou-se
agravo,agravo
agravo,agravos
agredir,agredia
agredir,agrediam
agredir,agredias
agredir,agredida
agredir,agredidas
agredir,agredido
agredir,agredidos
agredir,agredi-la
agredir,agredimos
agredir,agredindo
agredir,agredindo-a
agredir,agredindo-o
agredir,agredir
agredir,agrediram
agredir,agrediram-na
agredir,agrediram-no
agredir,agredirem
agredir,agrediriam
agredir,agredir-me
agredir,agredir-se
agredir,agredissem
agredir,agrediu
agredir,agrediu-a
agredir,agrediu-o
agredir,agrida
agredir,agride
agregação,agregação
agregação,agregações
agregado,agregada
agregado,agregadas
agregado,agregado
agregado,agregados
agregado,agregado
agregado,agregados
agregado,agregada
agregado,agregado
agregar,agrega
agregar,agregada
agregar,agregadas
agregar,agregados
agregar,agregam
agregar,agregam-se
agregar,agregando
agregar,agregar
agregar,agregara
agregar,agregará
agregar,agregaram
agregar,agregaria
agregar,agregar-se
agregar,agrega-se
agregar,agregasse
agregar,agregava
agregar,agregavam
agregar,agregou
agregar,agreguem
agremiação,agremiação
agremiação,agremiações
agremiar,agremiada
agremiar,agremiam
agremiar,agremiar
agressão,agressão
agressão,agressões
agressivamente,agressivamente
agressividade,agressividade
agressivo,agressiva
agressivo,agressivas
agressivo,agressivo
agressivo,agressivos
agressor,agressores
agressor,agressor
agreste,agreste
agreste,agrestes
agrião,agrião
agrião,agriões
agrícola,agrícola
agrícola,agrícolas
agrícola,pré-agrícolas
agrícola,agrícola
agrícola,agrícolas
agricultor,agricultor
agricultor,agricultores
agricultor,agricultor
agricultor,agricultora
agricultor,agricultores
agricultura,agricultura
agricultura,agriculturas
agridoce,agridoce
agridoce,agridoces
agrilhoar,agrilhoa
agrilhoar,agrilhoado
agrilhoar,agrilhoados
agrilhoar,agrilhoam
agro-alimentar,agro-alimentares
agro-florestal,agro-florestal
agro-indústria,agro-indústria
agro-indústria,agro-indústrias
agro-industrial,agro-industriais
agro-industrial,agro-industrial
agronomia,agronomia
agronómico,agronómica
agronómico,agronómicas
agronómico,agronómico
agronómico,agronómicos
agrónomo,agrónomo
agrónomo,agrónomos
agrónomo,agrónomo
agrónomo,agrónomos
agro-pastoril,agro-pastoril
agro-pecuária,agro-pecuária
agro-pecuária,agro-pecuárias
agropecuária,agropecuária
agropecuária,agropecuárias
agro-pecuário,agro-pecuária
agro-pecuário,agro-pecuário
agro-turismo,agro turismo
agro-turismo,agro-turismo
agrupado,agrupada
agrupado,agrupadas
agrupado,agrupado
agrupado,agrupados
agrupamento,agrupamento
agrupamento,agrupamentos
agrupar,agrupa
agrupar,agrupada
agrupar,agrupadas
agrupar,agrupado
agrupar,agrupados
agrupar,agrupá-las
agrupar,agrupá-los
agrupar,agrupam
agrupar,agrupam-nos
agrupar,agrupamo-las
agrupar,agrupámos
agrupar,agrupam-se
agrupar,agrupam-se
agrupar,agrupando
agrupar,agrupando-as
agrupar,agrupando-se
agrupar,agrupar
agrupar,agrupara
agrupar,agrupará
agrupar,agruparam
agrupar,agruparam-se
agrupar,agruparam-se
agrupar,agruparás
agrupar,agruparemos
agrupar,agruparem-se
agrupar,agrupar-se
agrupar,agrupar-se
agrupar,agrupa-se
agrupar,agrupassem
agrupar,agrupava
agrupar,agrupavam
agrupar,agrupavam-se
agrupar,agrupava-se
agrupar,agrupou
agrura,agrura
agrura,agruras
água,água
água,águas
água,água-marinha
água,águas-marinhas
água,galinhas-de-água
aguaceiro,aguaceiro
aguaceiro,aguaceiros
água-de-colónia,água de colónia
água-de-colónia,água-de-colónia
água-de-colónia,águas de colónia
aguadeiro,aguadeira
aguadeiro,aguadeiro
aguadeiro,aguadeiros
água-forte,água-forte
água-furtada,água furtada
água-furtada,água-furtada
água-furtada,águas-furtadas
água-pé,água-pé
aguar,agua
aguar,aguada
aguar,aguadas
aguar,aguado
aguar,aguados
aguar,aguá-lo
aguar,aguam
aguar,aguam-se
aguar,aguar
aguar,aguaram-se
aguar,aguarem-se
aguar,aguar-se
aguar,aguas
aguar,aguava
aguardado,aguardadas
aguardado,aguardado
aguardado,aguardados
aguardar,aguarda
aguardar,aguarda-a
aguardar,aguardada
aguardar,aguardadas
aguardar,aguardado
aguardar,aguardados
aguardar,aguardais
aguardar,aguardá-la
aguardar,aguardá-lo
aguardar,aguardam
aguardar,aguarda-me
aguardar,aguardam-me
aguardar,aguardam-na
aguardar,aguardam-no
aguardar,aguardam-nos
aguardar,aguardamo-la
aguardar,aguardamos
aguardar,aguardámos
aguardar,aguardam-se
aguardar,aguardando
aguardar,aguardando-os
aguardar,aguardando-se
aguardar,aguardando-se
aguardar,aguarda-nos
aguardar,aguarda-o
aguardar,aguardar
aguardar,aguardara
aguardar,aguardará
aguardar,aguardaram
aguardar,aguardara-me
aguardar,aguardarão
aguardar,aguardarás
aguardar,aguardarem
aguardar,aguardaremos
aguardar,aguardaria
aguardar,aguardariam
aguardar,aguardar-me
aguardar,aguardar-se
aguardar,aguarda-se
aguardar,aguarda-se
aguardar,aguardasse
aguardar,aguardassem
aguardar,aguardava
aguardar,aguardavam
aguardar,aguardávamos
aguardar,aguardava-o
aguardar,aguardava-os
aguardar,aguardava-se
aguardar,aguarda-vos
aguardar,aguarde
aguardar,aguardei
aguardar,aguardem
aguardar,aguardemos
aguardar,aguardem-se
aguardar,aguarde-se
aguardar,aguardo
aguardar,aguardou
aguardar,aguardou-se
aguardente,aguardente
aguardente,aguardentes
aguardente,água-ardente
aguardente,águas-ardentes
aguarela,aguarela
aguarela,aguarelas
aguarrás,aguarrás
aguçado,aguçado
aguçado,aguçados
aguçar,aguça
aguçar,aguçada
aguçar,aguçadas
aguçar,aguçado
aguçar,aguçados
aguçar,aguça-lhe
aguçar,aguçam
aguçar,aguçamos
aguçar,aguçando
aguçar,aguça-o
aguçar,aguçar
aguçar,aguçara
aguçar,aguçara-lhe
aguçar,aguçaram
aguçar,aguçar-lhe
aguçar,aguçarmos
aguçar,aguça-se
aguçar,aguçasse
aguçar,aguçava
aguçar,aguçavam
aguçar,aguce
aguçar,agucem
aguçar,aguço
aguçar,aguçou
agudamente,agudamente
agudeza,agudeza
agudeza,agudezas
agudização,agudização
agudizar,agudiza
agudizar,agudizadas
agudizar,agudizado
agudizar,agudizam
agudizar,agudizam-se
agudizar,agudizando
agudizar,agudizar
agudizar,agudizaram
agudizar,agudizar-se
agudizar,agudiza-se
agudizar,agudizem
agudizar,agudizou
agudizar,agudizou-se
agudo,aguda
agudo,agudas
agudo,agudíssima
agudo,agudíssimas
agudo,agudíssimo
agudo,agudíssimos
agudo,agudo
agudo,agudos
agudo,aguda
agudo,agudas
agudo,agudo
agudo,agudos
aguentar,aguenta
aguentar,aguenta-as
aguentar,aguentado
aguentar,aguentá-la
aguentar,aguentá-las
aguentar,aguentam
aguentar,aguenta-me
aguentar,aguentámo-la
aguentar,aguentámo-nos
aguentar,aguentamos
aguentar,aguentámos
aguentar,aguentam-se
aguentar,aguentando
aguentar,aguenta-o
aguentar,aguentar
aguentar,aguentara
aguentar,aguentará
aguentar,aguentaram
aguentar,aguentaram-se
aguentar,aguentaram-se
aguentar,aguentarem
aguentar,aguentaremos
aguentar,aguentaria
aguentar,aguentariam
aguentar,aguentar-me
aguentar,aguentarmo-nos
aguentar,aguentarmos
aguentar,aguentar-se
aguentar,aguentar-se
aguentar,aguentar-se-ão
aguentar,aguentas
aguentar,aguenta-se
aguentar,aguentasse
aguentar,aguentaste-te
aguentar,aguenta-te
aguentar,aguentava
aguentar,aguentavam
aguentar,aguentávamos
aguentar,aguentavas
aguentar,aguentava-se
aguentar,aguente
aguentar,aguentei
aguentar,aguentei-me
aguentar,aguentem
aguentar,aguentemos
aguentar,aguente-se
aguentar,aguento
aguentar,aguento-lhe
aguentar,aguento-me
aguentar,aguento-o
aguentar,aguentou
aguentar,aguentou-o
aguentar,aguentou-se
aguentar,aguentou-se
aguerrido,aguerrida
aguerrido,aguerridas
aguerrido,aguerrido
aguerrido,aguerridos
águia,águia
águia,águias
aguilhada,aguilhada
aguilhada,aguilhadas
aguilhão,aguilhão
aguilhão,aguilhões
aguilhoar,aguilhoada
aguilhoar,aguilhoado
aguilhoar,aguilhoados
aguilhoar,aguilhoá-los
aguilhoar,aguilhoando
aguilhoar,aguilhoavam
agulha,agulha
agulha,agulhas
agulha,agulhinha
agulha,peixe-agulha
agulheta,agulheta
agulheta,agulhetas
ah,ah
ai,ai
ai,ai
ai,ais
ai,ai
aí,aí
aí,daí
aia,aia
aia,aias
ainda,ainda
aio,aio
aio,aios
aip,aip
aipo,aipo
aipo,aipos
airbag,airbag
airosamente,airosamente
airoso,airosa
airoso,airosas
airoso,airoso
airoso,airosos
ajaezar,ajaezado
ajaezar,ajaezados
ajardinado,ajardinada
ajardinado,ajardinadas
ajardinado,ajardinado
ajardinado,ajardinados
ajardinamento,ajardinamento
ajardinamento,ajardinamentos
ajardinar,ajardinado
ajardinar,ajardinar
ajardinar,ajardinou
ajeitar,ajeita
ajeitar,ajeitada
ajeitar,ajeitada
ajeitar,ajeitadinho
ajeitar,ajeitado
ajeitar,ajeitá-lo
ajeitar,ajeitam
ajeitar,ajeitam-no
ajeitar,ajeitam-se
ajeitar,ajeitando
ajeitar,ajeitando-o
ajeitar,ajeitando-se
ajeitar,ajeitar
ajeitar,ajeitaram
ajeitar,ajeitarão
ajeitar,ajeitar-lhe
ajeitar,ajeitarmos
ajeitar,ajeitar-se
ajeitar,ajeitas
ajeitar,ajeitasse
ajeitar,ajeitava
ajeitar,ajeitava-lhe
ajeitar,ajeitavam
ajeitar,ajeitava-se
ajeitar,ajeite
ajeitar,ajeitei
ajeitar,ajeitei-lhe
ajeitar,ajeitei-me
ajeitar,ajeito
ajeitar,ajeitou
ajeitar,ajeitou-lhe
ajeitar,ajeitou-me
ajeitar,ajeitou-se
ajoelhar,ajoelha
ajoelhar,ajoelhada
ajoelhar,ajoelhadas
ajoelhar,ajoelhado
ajoelhar,ajoelhados
ajoelhar,ajoelham
ajoelhar,ajoelhámos
ajoelhar,ajoelham-se
ajoelhar,ajoelhando
ajoelhar,ajoelhando-se
ajoelhar,ajoelhando-se-lhes
ajoelhar,ajoelhar
ajoelhar,ajoelhara
ajoelhar,ajoelharam
ajoelhar,ajoelharam-se-lhe
ajoelhar,ajoelhar-me
ajoelhar,ajoelhar-se
ajoelhar,ajoelha-se
ajoelhar,ajoelhasse
ajoelhar,ajoelhasses
ajoelhar,ajoelha-te
ajoelhar,ajoelhava
ajoelhar,ajoelhavam
ajoelhar,ajoelhava-se
ajoelhar,ajoelhe
ajoelhar,ajoelhei
ajoelhar,ajoelhei-me
ajoelhar,ajoelhemos
ajoelhar,ajoelho-me
ajoelhar,ajoelhou
ajoelhar,ajoelhou-se
ajoujar,ajoujada
ajoujar,ajoujadas
ajoujar,ajoujado
ajoujar,ajoujados
ajoujar,ajoujavam-se
ajuda,ajuda
ajuda,ajudas
ajuda,ajudinha
ajudante,ajudante
ajudante,ajudantes
ajudar,ajuda
ajudar,ajuda-a
ajudar,ajudada
ajudar,ajudadas
ajudar,ajudado
ajudar,ajudados
ajudar,ajudai-me
ajudar,ajudá-la
ajudar,ajudá-la-á
ajudar,ajudá-la-ão
ajudar,ajudá-las
ajudar,ajudá-lo
ajudar,ajudá-lo-ão
ajudar,ajudá-lo-emos
ajudar,ajudá-lo-ia
ajudar,ajudá-los
ajudar,ajudam
ajudar,ajuda-me
ajudar,ajudam-me
ajudar,ajudam-nas
ajudar,ajudam-nos
ajudar,ajudamo-nos
ajudar,ajudamos
ajudar,ajudámos
ajudar,ajudam-se
ajudar,ajudando
ajudar,ajudando-a
ajudar,ajudando-as
ajudar,ajudando-me
ajudar,ajudando-o
ajudar,ajudando-os
ajudar,ajuda-nos
ajudar,ajuda-o
ajudar,ajuda-os
ajudar,ajudar
ajudar,ajudara
ajudar,ajudará
ajudar,ajudaram
ajudar,ajudaram-me
ajudar,ajudaram-no
ajudar,ajudaram-nos
ajudar,ajudarão
ajudar,ajudarem
ajudar,ajudaremos
ajudar,ajudaria
ajudar,ajudariam
ajudar,ajudaríamos
ajudar,ajudar-lhe
ajudar,ajudar-me
ajudar,ajudarmos
ajudar,ajudar-nos
ajudar,ajudar-nos-á
ajudar,ajudar-nos-ão
ajudar,ajudar-se
ajudar,ajudar-se
ajudar,ajudar-te
ajudar,ajudar-te-á
ajudar,ajudar-te-ão
ajudar,ajudar-vos
ajudar,ajudas
ajudar,ajuda-se
ajudar,ajudas-me
ajudar,ajudasse
ajudar,ajudassem
ajudar,ajudássemos
ajudar,ajudasses
ajudar,ajudaste
ajudar,ajudaste-me
ajudar,ajuda-te
ajudar,ajudava
ajudar,ajudava-a
ajudar,ajudavam
ajudar,ajudava-me
ajudar,ajudavam-me
ajudar,ajudavam-na
ajudar,ajudavam-no
ajudar,ajudávamos
ajudar,ajudava-o
ajudar,ajudava-os
ajudar,ajudava-vos
ajudar,ajude
ajudar,ajude-a
ajudar,ajudei
ajudar,ajudei-a
ajudar,ajudei-te
ajudar,ajudem
ajudar,ajude-me
ajudar,ajudem-me
ajudar,ajudem-nos
ajudar,ajudemos
ajudar,ajude-nos
ajudar,ajude-o
ajudar,ajudes
ajudar,ajudo
ajudar,ajudo-a
ajudar,ajudo-o
ajudar,ajudo-os
ajudar,ajudou
ajudar,ajudou-a
ajudar,ajudou-me
ajudar,ajudou-nos
ajudar,ajudou-o
ajudar,ajudou-os
ajudar,ajudou-se
ajuizado,ajuizada
ajuizado,ajuizadinha
ajuizado,ajuizado
ajuizado,ajuizados
ajuizar,ajuíza
ajuizar,ajuizadas
ajuizar,ajuizado
ajuizar,ajuizados
ajuizar,ajuizando-a
ajuizar,ajuizar
ajuizar,ajuizaram
ajuizar,ajuizarem
ajuizar,ajuizaremos
ajuizar,ajuizarmos
ajuizar,ajuizar-se
ajuizar,ajuizava
ajuizar,ajuizou
ajuntamento,ajuntamento
ajuntamento,ajuntamentos
ajuntar,ajunta
ajuntar,ajuntados
ajuntar,ajuntai-vos
ajuntar,ajuntam
ajuntar,ajuntamos
ajuntar,ajuntam-se
ajuntar,ajuntando
ajuntar,ajuntando-lhes
ajuntar,ajuntar
ajuntar,ajuntara
ajuntar,ajuntará
ajuntar,ajuntaram
ajuntar,ajuntarão
ajuntar,ajuntaria
ajuntar,ajuntar-lhe-á
ajuntar,ajunta-se
ajuntar,ajuntava
ajuntar,ajunte
ajuntar,ajuntei
ajuntar,ajuntem
ajuntar,ajunto
ajuntar,ajuntou
ajuntar,ajuntou-se-lhe
ajustado,ajustada
ajustado,ajustado
ajustamento,ajustamento
ajustamento,ajustamentos
ajustar,ajusta
ajustar,ajustada
ajustar,ajustadas
ajustar,ajustado
ajustar,ajustados
ajustar,ajustam
ajustar,ajustamos
ajustar,ajustam-se
ajustar,ajustam-se
ajustar,ajustando
ajustar,ajustando-as
ajustar,ajustando-o
ajustar,ajustando-se
ajustar,ajustando-se
ajustar,ajustar
ajustar,ajustará
ajustar,ajustaram
ajustar,ajustaram-se
ajustar,ajustaram-se
ajustar,ajustarão
ajustar,ajustarem
ajustar,ajustaremos
ajustar,ajustaria
ajustar,ajustarmos
ajustar,ajustar-se
ajustar,ajustar-se
ajustar,ajustar-se-á
ajustar,ajusta-se
ajustar,ajusta-se
ajustar,ajusta-se-lhe
ajustar,ajustasse
ajustar,ajustassem
ajustar,ajustássemos
ajustar,ajustas-te
ajustar,ajustava
ajustar,ajustava-a
ajustar,ajustavam
ajustar,ajustavam-se
ajustar,ajustava-se
ajustar,ajustem
ajustar,ajuste-se
ajustar,ajustou
ajustar,ajustou-a
ajustar,ajustou-se
ajustar,ajustou-se
ajustável,ajustáveis
ajustável,ajustável
ajuste,ajuste
ajuste,ajustes
ala,ala
ala,ala
ala,alas
alabarda,alabarda
alabarda,alabardas
alabastro,alabastro
alabastro,alabastros
álacre,álacre
álacre,álacres
alado,alada
alado,aladas
alado,alado
alagadiço,alagadiça
alagadiço,alagadiças
alagadiço,alagadiços
alagamento,alagamento
alagamento,alagamentos
alagar,alaga
alagar,alagada
alagar,alagadas
alagar,alagado
alagar,alagados
alagar,alaga-lhes
alagar,alagam
alagar,alagando
alagar,alagando-a
alagar,alagando-se
alagar,alagar
alagar,alagaram
alagar,alagarem
alagar,alagasse
alagar,alagava
alagar,alagavam
alagar,alagava-me
alagar,alagavam-se
alagar,alagou
alambique,alambique
alameda,alameda
alameda,alamedas
álamo,alamito
álamo,álamo
álamo,álamos
alancear,alanceada
alancear,alanceado
alancear,alanceados
alancear,alanceava
alano,alano
alano,alanos
alapardar,alaparda
alapardar,alapardada
alapardar,alapardados
alapardar,alapardara
alapardar,alaparda-se
alapardar,alapardavam-se
alapardar,alapardava-se-lhe
alar,alada
alar,aladas
alar,alado
alar,alados
alar,alam
alar,alando
alar,alar
alar,alara
alar,alaram
alar,alar-se
alar,alas
alar,alava
alar,alavam
alar,ale
alar,alei
alar,alem
alaranjado,alaranjada
alaranjado,alaranjadas
alaranjado,alaranjado
alaranjado,alaranjados
alarde,alarde
alarde,alardes
alardear,alardeando
alardear,alardear
alardear,alardearem
alardear,alardearia
alardear,alardeava
alardear,alardeia
alardear,alardeiam
alardear,alardeou
alargado,alargada
alargado,alargadas
alargado,alargado
alargado,alargados
alargamento,alargamento
alargamento,alargamentos
alargar,alarga
alargar,alargada
alargar,alargadas
alargar,alargado
alargar,alargados
alargar,alargá-la
alargar,alargá-las
alargar,alargam
alargar,alargamos
alargar,alargámos
alargar,alargam-se
alargar,alargando
alargar,alargando-a
alargar,alargando-o
alargar,alargando-se
alargar,alargando-se
alargar,alargar
alargar,alargara
alargar,alargará
alargar,alargaram
alargar,alargaram-lhe
alargar,alargaram-no
alargar,alargaram-se
alargar,alargaram-se
alargar,alargarão
alargar,alargarem
alargar,alargaria
alargar,alargar-lhe
alargar,alargarmos
alargar,alargar-se
alargar,alargar-se
alargar,alargar-se-á
alargar,alarga-se
alargar,alarga-se
alargar,alarga-se-lhe
alargar,alargasse
alargar,alargassem
alargar,alarga-te
alargar,alargava
alargar,alargavam
alargar,alargavam-se
alargar,alargavam-se-nos
alargar,alargava-se
alargar,alargava-se
alargar,alargo
alargar,alargou
alargar,alargou-se
alargar,alargue
alargar,alarguei
alargar,alarguei-me
alargar,alarguem
alargar,alargues
alargar,alargue-se
alarido,alarido
alarido,alaridos
alarmado,alarmada
alarmado,alarmadíssima
alarmado,alarmados
alarmante,alarmante
alarmante,alarmantes
alarmar,alarma
alarmar,alarmada
alarmar,alarmadas
alarmar,alarmado
alarmar,alarmam
alarmar,alarmar
alarmar,alarmaram
alarmar,alarmar-se
alarmar,alarma-se
alarmar,alarmava
alarmar,alarmavam-nos
alarmar,alarmava-se
alarmar,alarme
alarmar,alarmei
alarmar,alarmei-me
alarmar,alarmes
alarmar,alarmou
alarmar,alarmou-o
alarmar,alarmou-se
alarme,alarme
alarme,alarmes
alarmismo,alarmismo
alarmista,alarmista
alarmista,alarmistas
alarve,alarve
alarve,alarves
alarve,alarve
alarve,alarves
alastramento,alastramento
alastrar,alastra
alastrar,alastrada
alastrar,alastrado
alastrar,alastram
alastrar,alastram-se
alastrar,alastrando
alastrar,alastrando-se
alastrar,alastrar
alastrar,alastrara
alastrar,alastraram
alastrar,alastraria
alastrar,alastrariam
alastrar,alastra-se
alastrar,alastrasse
alastrar,alastrassem
alastrar,alastrava
alastrar,alastravam
alastrar,alastravam-se
alastrar,alastrava-se
alastrar,alastre
alastrar,alastrem
alastrar,alastrou
alastrar,alastrou-se
alaúde,alaúde
alaúde,alaúdes
alavanca,alavanca
alavanca,alavancas
alazão,alazão
alba,alba
alba,albas
albanês,albanês
albanês,albanesa
albanês,albanesas
albanês,albaneses
albanês,albanês
albanês,albanesa
albanês,albanesas
albanês,albaneses
albarda,albarda
albarda,albardas
albarrada,albarradas
albatroz,albatroz
albatroz,albatrozes
albedo,albedo
albedo,albedos
albergar,alberga
albergar,albergadas
albergar,albergado
albergar,albergados
albergar,albergam
albergar,albergamos
albergar,albergando
albergar,alberga-os
albergar,albergar
albergar,albergara
albergar,albergará
albergar,albergaram
albergar,albergaram-se
albergar,albergarão
albergar,albergarem
albergar,albergaria
albergar,albergariam
albergar,albergasse
albergar,albergava
albergar,albergavam
albergar,albergavam-se
albergar,albergou
albergar,albergue
albergar,alberguem
albergaria,albergaria
albergaria,albergarias
albergue,albergue
albergue,albergues
albino,albino
albino,albinos
albornoz,albornoz
albufeira,albufeira
albufeira,albufeiras
álbum,álbum
álbum,álbuns
álbum,mini-álbum
alça,alças
alcachofra,alcachofra
alcachofra,alcachofras
alçada,alçada
alçado,alçada
alçado,alçado
alcaide,alcaide
alcaide,alcaides
alcaide,alcaide-mor
alcaide,alcaides-mores
alcalino,alcalina
alcalino,alcalinas
alcalino,alcalino
alcalino,alcalinos
alcançar,alcança
alcançar,alcançada
alcançar,alcançadas
alcançar,alcançado
alcançar,alcançados
alcançar,alcançai-me
alcançar,alcançá-la
alcançar,alcançá-las
alcançar,alcançá-lo
alcançar,alcançá-los
alcançar,alcançam
alcançar,alcançamos
alcançar,alcançámos
alcançar,alcançam-se
alcançar,alcançando
alcançar,alcançando-se
alcançar,alcança-o
alcançar,alcançar
alcançar,alcançara
alcançar,alcançará
alcançar,alcançaram
alcançar,alcançaram-se
alcançar,alcançarem
alcançar,alcançaremos
alcançar,alcançares
alcançar,alcançaria
alcançar,alcançariam
alcançar,alcançaríamos
alcançar,alcançarmos
alcançar,alcançar-se
alcançar,alcançar-se
alcançar,alcança-se
alcançar,alcançasse
alcançar,alcançassem
alcançar,alcançava
alcançar,alcançavam
alcançar,alcance
alcançar,alcancei
alcançar,alcancei-os
alcançar,alcancem
alcançar,alcance-me
alcançar,alcancemos
alcançar,alcanço
alcançar,alcançou
alcançar,alcançou-a
alcançar,alcançou-lhe
alcançar,alcançou-se
alcançável,alcançáveis
alcançável,alcançável
alcance,alcance
alcance,alcances
alcandorar,alcandorada
alcandorar,alcandoradas
alcandorar,alcandorado
alcandorar,alcandorados
alcandorar,alcandoram
alcandorar,alcandorar
alcandorar,alcandorar-se
alcandorar,alcandoravam-se
alcandorar,alcandorava-se
alcantil,alcantil
alcantil,alcantis
alcantilado,alcantilada
alcantilado,alcantiladas
alcantilado,alcantilados
alçapão,alçapão
alçapão,alçapões
alcaparra,alcaparras
alçar,alça
alçar,alçada
alçar,alçado
alçar,alçados
alçar,alçam
alçar,alçamos
alçar,alçando
alçar,alçando-o
alçar,alçando-se
alçar,alçar
alçar,alçaram
alçar,alçassem
alçar,alçava
alçar,alçavam
alçar,alçava-se
alçar,alce
alçar,alces
alçar,alçou
alçar,alçou-se
alçar,alçou-se
alcateia,alcateia
alcateia,alcateias
alcatifa,alcatifa
alcatifa,alcatifas
alcatifar,alcatifa
alcatifar,alcatifada
alcatifar,alcatifadas
alcatifar,alcatifado
alcatifar,alcatifam
alcatifar,alcatifara
alcatifar,alcatifava
alcatra,alcatra
alcatra,alcatras
alcatrão,alcatrão
alcatroar,alcatroada
alcatroar,alcatroado
alcatroar,alcatroados
alcatroar,alcatroar
alcatroar,alcatroasse
alcatruz,alcatruz
alcatruz,alcatruzes
alcofa,alcofa
alcofa,alcofas
alcofa,alcofinha
alcofa,alcofinhas
álcool,álcool
alcoolémia,alcoolemia
alcoolémia,alcoolémia
alcoólico,alcoólica
alcoólico,alcoólicas
alcoólico,alcoólico
alcoólico,alcoólicos
alcoólico,antialcoólica
alcoólico,alcoólica
alcoólico,alcoólicas
alcoólico,alcoólico
alcoólico,alcoólicos
alcoolismo,alcoolismo
alcoolizado,alcoolizadas
alcoolizado,alcoolizado
alcoolizado,alcoolizados
alcova,alcova
alcova,alcovas
alcoviteiro,alcoviteiras
alcoviteiro,alcoviteiro
alcoviteiro,alcoviteiros
alcunha,alcunha
alcunha,alcunhas
alcunhar,alcunha
alcunhar,alcunhado
alcunhar,alcunhados
alcunhar,alcunhando
alcunhar,alcunharam
alcunhar,alcunhava
alcunhar,alcunhava-a
alcunhar,alcunhavam
alcunhar,alcunhavas
aldeamento,aldeamento
aldeamento,aldeamentos
aldeão,aldeã
aldeão,aldeão
aldeão,aldeãos
aldeão,aldeãs
aldeão,aldeões
aldeão,aldeã
aldeão,aldeão
aldeão,aldeãos
aldeão,aldeãs
aldeão,aldeões
aldeia,aldeia
aldeia,aldeias
aldeia,aldeiazinha
aldeia,aldeiazinhas
aldeia,aldeiazita
aldeola,aldeola
aldeola,aldeolas
aldraba,aldraba
aldrabão,aldrabão
aldrabão,aldrabões
aldrabão,aldrabão
aldrabão,aldrabões
aldrabão,aldrabonas
aldrabar,aldrabado
aldrabar,aldrabados
aldrabar,aldrabámos
aldrabar,aldrabar
aldrabar,aldrabe
aldrabar,aldrabem
aldrabar,aldrabou
aldrabice,aldrabice
aldrabice,aldrabices
aleatoriamente,aleatoriamente
aleatório,aleatória
aleatório,aleatórias
aleatório,aleatório
aleatório,aleatórios
alecrim,alecrim
alegação,alegação
alegação,alegações
alegadamente,alegadamente
alegado,alegados
alegar,alega
alegar,alegada
alegar,alegadas
alegar,alegado
alegar,alegados
alegar,alegam
alegar,alegando
alegar,alegando-se
alegar,alegar
alegar,alegara
alegar,alegaram
alegar,alegarem
alegar,alega-se
alegar,alegava
alegar,alegavam
alegar,alegava-se
alegar,alegou
alegar,alegue
alegar,aleguei
alegar,aleguem
alegoria,alegoria
alegoria,alegorias
alegórico,alegórica
alegórico,alegóricas
alegórico,alegórico
alegórico,alegóricos
alegrar,alegra
alegrar,alegrada
alegrar,alegrado
alegrar,alegrados
alegrar,alegrai
alegrar,alegram
alegrar,alegra-me
alegrar,alegrámos
alegrar,alegram-se
alegrar,alegrando
alegrar,alegrar
alegrar,alegraram
alegrar,alegrara-se
alegrar,alegrarem
alegrar,alegrarem-se
alegrar,alegrarmo-nos
alegrar,alegrar-se
alegrar,alegras
alegrar,alegra-se
alegrar,alegra-se
alegrar,alegraste
alegrar,alegra-te
alegrar,alegrava
alegrar,alegravam
alegrar,alegravam-se
alegrar,alegrava-se
alegrar,alegrava-se
alegrar,alegre
alegrar,alegrem-se
alegrar,alegres
alegrar,alegre-se
alegrar,alegro
alegrar,alegrou
alegrar,alegrou-se
alegre,alegre
alegre,alegres
alegremente,alegremente
alegrete,alegrete
alegrete,alegretes
alegria,alegria
alegria,alegrias
aleijado,aleijadinha
aleijado,aleijadinho
aleijado,aleijado
aleijado,aleijados
aleijão,aleijão
aleijão,aleijões
aleijar,aleijada
aleijar,aleijadas
aleijar,aleijado
aleijar,aleijados
aleijar,aleijam
aleijar,aleijar
aleijar,aleijardes
aleijar,aleijaria
aleijar,aleijasse
aleijar,aleijasses
aleijar,aleijavam
aleijar,aleijei-me
aleijar,aleijou
aleijar,aleijou-se
aleitação,aleitação
aleitação,aleitações
aleitamento,aleitamento
aleivosia,aleivosia
aleivosia,aleivosias
aleluia,aleluia
aleluia,aleluia
aleluia,aleluias
além,além
além,aléns
além,além
além,dalém
alemão,alemã
alemão,alemães
alemão,alemão
alemão,alemãs
alemão,anglo-alemã
