word,lema
açúcar,açucrinho
açucarar,açucaradas
açucarar,açucarado
açucarar,açucarados
açucarar,açucarava-se
açucareiro,açucareiros
açucena,açucenas
açude,açudes
acudir,acode
acudir,acode-lhe
acudir,acodem
acudir,acode-me
acudir,acodem-lhe
acudir,acodem-me
acudir,acuda
acudir,acudam
acudir,acudam-lhe
acudir,acudam-me
acudir,acudi
acudir,acudia
acudir,acudia-lhe
acudir,acudiam
acudir,acudiam-lhe
acudir,acudido
acudir,acudimos
acudir,acudindo
acudir,acudira
acudir,acudirá
acudir,acudiram
acudir,acudiram-lhe
acudir,acudiram-lhes
acudir,acudirem
acudir,acudir-me
acudir,acudisse
acudir,acudissem
acudir,acudiste
acudir,acudiu
acudir,acudiu-lhe
acudir,acudiu-nos
acudir,acudo
açular,açulada
açular,açuladas
açular,açulado
açular,açulados
açular,açulando
açular,açulando-lhe
açular,açulara
açular,açulava-me
aculturação,aculturações
acumulação,acumulações
acumulado,acumulada
acumulado,acumulados
acumulador,acumuladora
acumulador,acumuladores
acumulador,acumuladores
acumular,acumula
acumular,acumulada
acumular,acumuladas
acumular,acumulado
acumular,acumulam
acumular,acumulam-no
acumular,acumulamos
acumular,acumulam-se
acumular,acumulando
acumular,acumulando-se
acumular,acumulara
acumular,acumulará
acumular,acumularam
acumular,acumularam-se
acumular,acumularão
acumular,acumularem
acumular,acumularem-se
acumular,acumularmos
acumular,acumular-se
acumular,acumula-se
acumular,acumulasse
acumular,acumulassem
acumular,acumulava
acumular,acumulavam
acumular,acumulavam-se
acumular,acumulava-se
acumular,acumule
acumular,acumulei
acumular,acumulem
acumular,acumulo
acumular,acumulou
acumular,acumulou-se
acusação,acusações
acusado,acusada
acusado,acusados
acusador,acusadora
acusador,acusadoras
acusador,acusadores
acusador,acusadora
acusador,acusadores
acusar,acusa
acusar,acusa-as
acusar,acusada
acusar,acusadas
acusar,acusado
acusar,acusados
acusar,acusá-la
acusar,acusá-lo
acusar,acusá-los
acusar,acusam
acusar,acusa-me
acusar,acusam-me
acusar,acusam-no
acusar,acusam-nos
acusar,acusamos
acusar,acusam-se
acusar,acusando
acusar,acusando-a
acusar,acusando-as
acusar,acusando-o
acusar,acusando-os
acusar,acusando-se
acusar,acusa-nos
acusar,acusa-o
acusar,acusa-os
acusar,acusara
acusar,acusará
acusar,acusaram
acusar,acusaram-na
acusar,acusaram-no
acusar,acusaram-se
acusar,acusara-o
acusar,acusarão
acusar,acusarei
acusar,acusarem
acusar,acusarem-nos
acusar,acusariam
acusar,acusar-lhe
acusar,acusar-me
acusar,acusar-nos
acusar,acusar-se
acusar,acusas
acusar,acusa-se
acusar,acusasse
acusar,acusassem
acusar,acusava
acusar,acusava-a
acusar,acusavam
acusar,acusava-me
acusar,acusavam-na
acusar,acusavam-nos
acusar,acusava-o
acusar,acusava-se
acusar,acusavas-me
acusar,acusavas-te
acusar,acuse
acusar,acusei
acusar,acusei-o
acusar,acusem
acusar,acuses
acusar,acuso
acusar,acusou
acusar,acusou-a
acusar,acusou-me
acusar,acusou-o
acusar,acusou-os
acusatório,acusatória
acusatório,acusatórios
acústico,acústica
acústico,acústicas
acústico,acústicos
acutilante,acutilantes
adaga,adagas
adágio,adágios
adamascado,adamascada
adamascado,adamascados
adaptação,adaptações
adaptação,readaptação
adaptado,adaptada
adaptado,adaptadas
adaptado,adaptados
adaptador,adaptadores
adaptar,adapta
adaptar,adaptada
adaptar,adaptadas
adaptar,adaptado
adaptar,adaptados
adaptar,adaptá-la
adaptar,adaptá-las
adaptar,adaptá-lo
adaptar,adaptá-los
adaptar,adaptam
adaptar,adaptamos
adaptar,adaptam-se
adaptar,adaptando
adaptar,adaptando-a
adaptar,adaptando-o
adaptar,adaptando-os
adaptar,adaptando-se
adaptar,adaptara
adaptar,adaptará
adaptar,adaptaram
adaptar,adaptaram-se
adaptar,adaptarão
adaptar,adaptarem
adaptar,adaptarem-se
adaptar,adaptaria
adaptar,adaptar-me
adaptar,adaptarmos
adaptar,adaptar-nos
adaptar,adaptar-se
adaptar,adaptar-se-lhe
adaptar,adapta-se
adaptar,adaptasse
adaptar,adaptassem
adaptar,adaptássemos
adaptar,adaptava
adaptar,adaptavam
adaptar,adaptavam-se
adaptar,adaptava-se
adaptar,adaptáveis
adaptar,adapte
adaptar,adaptei
adaptar,adaptei-me
adaptar,adaptem
adaptar,adapto-me
adaptar,adaptou
adaptar,adaptou-a
adaptar,adaptou-lhe
adaptar,adaptou-os
adaptar,adaptou-se
adaptável,adaptáveis
adega,adegas
adejar,adeja
adejar,adejando
adejar,adejarão
adejar,adejasse
adejar,adejava
adejar,adejavam
adejar,adejou
adelgaçar,adelgaça
adelgaçar,adelgaçá-la
adelgaçar,adelgaçam
adelgaçar,adelgaçando
adelgaçar,adelgaçando-a
adelgaçar,adelgaçando-se
adelgaçar,adelgaçaram
adelgaçar,adelgaçara-se
adelgaçar,adelgaçar-se
adelgaçar,adelgaçava
adenopatia,adenopatias
adensar,adensa
adensar,adensada
adensar,adensam
adensar,adensam-se
adensar,adensando
adensar,adensando-se
adensar,adensaram
adensar,adensara-o
adensar,adensarem-se
adensar,adensar-se
adensar,adensa-se
adensar,adensasse
adensar,adensava
adensar,adensava-se
adensar,adense
adensar,adensou
adensar,adensou-se
adepto,adepta
adepto,adeptos
adepto,adepta
adepto,adeptas
adepto,adeptos
adequação,adequações
adequado,adequada
adequado,adequadas
adequado,adequados
adequar,adequa
adequar,adequada
adequar,adequadas
adequar,adequado
adequar,adequá-la
adequar,adequá-los
adequar,adequam
adequar,adequam-se
adequar,adequando
adequar,adequando-as
adequar,adequará
adequar,adequarem
adequar,adequar-se
adequar,adequa-se
adequar,adequasse
adequar,adequava
adequar,adequava-se
adequar,adequou
adereço,adereços
aderência,aderências
aderente,aderentes
aderente,aderentes
aderir,adere
aderir,aderem
aderir,aderi
aderir,aderia
aderir,aderia-lhe
aderir,aderiam
aderir,aderida
aderir,aderido
aderir,aderimos
aderir,aderindo
aderir,aderira
aderir,aderirá
aderir,aderiram
aderir,aderirão
aderir,aderirem
aderir,aderirem-lhe
aderir,aderires
aderir,aderisse
aderir,aderissem
aderir,aderiste
aderir,aderiu
aderir,adira
aderir,adiram
aderir,adiro
adesão,adesões
adesão,pré-adesão
adesivo,adesiva
adesivo,adesivas
adesivo,adesivos
adesivo,adesivos
adestrar,adestra
adestrar,adestradas
adestrar,adestrados
adestrar,adestrá-la
adestrar,adestravam
adeus,adeusinho
adeus,adeuzinho
adeus,adeuses
adeus,adeusinho
adeus,adeusinhos
adeus,adeuzinho
adiabática,adiabáticas
adiabático,adiabática
adiabático,adiabáticas
adiabático,adiabáticos
adiado,adiada
adiamento,adiamentos
adiantado,adiantada
adiantado,adiantadas
adiantado,adiantadíssima
adiantado,adiantados
adiantamento,adiantamentos
adiantar,adianta
adiantar,adiantada
adiantar,adiantadas
adiantar,adiantado
adiantar,adiantados
adiantar,adiantá-lo
adiantar,adiantam
adiantar,adiantamos
adiantar,adiantámos
adiantar,adiantam-se
adiantar,adiantando
adiantar,adiantando-se
adiantar,adiantará
adiantar,adiantaram
adiantar,adiantaram-nos
adiantar,adiantaram-se
adiantar,adiantarão
adiantar,adiantarei
adiantar,adiantaria
adiantar,adiantar-lhe
adiantar,adiantar-me
adiantar,adiantar-se
adiantar,adiantar-se-lhes
adiantar,adianta-se
adiantar,adiantasse
adiantar,adiantava
adiantar,adiantava-lhe
adiantar,adiantavam
adiantar,adiantávamos
adiantar,adiantavam-se
adiantar,adiantava-se
adiantar,adiante
adiantar,adiantei
adiantar,adiantei-lhe
adiantar,adiantei-me
adiantar,adiantem
adiantar,adiantemos
adiantar,adiantes
adiantar,adiante-se
adiantar,adianto
adiantar,adianto-me
adiantar,adiantou
adiantar,adiantou-nos
adiantar,adiantou-se
adiantar,adiantou-se-lhe
adiar,adia
adiar,adiada
adiar,adiadas
adiar,adiado
adiar,adiados
adiar,adiá-la
adiar,adiámos
adiar,adiando
adiar,adiara
adiar,adiará
adiar,adiaram
adiar,adiaremos
adiar,adiariam
adiar,adiar-se
adiar,adia-se
adiar,adiasse
adiar,adiássemos
adiar,adiava
adiar,adiava-se
adiar,adie
adiar,adiei
adiar,adiem
adiar,adio
adiar,adio-me
adiar,adiou
adiar,adiou-se
adição,adições
adicional,adicionais
adicionar,adiciona
adicionar,adicionada
adicionar,adicionadas
adicionar,adicionado
adicionar,adicionados
adicionar,adicioná-la
adicionar,adiciona-lhe
adicionar,adicioná-los
adicionar,adicionam
adicionar,adicionamos
adicionar,adicionámos
adicionar,adicionam-se
adicionar,adicionando
adicionar,adicionando-lhe
adicionar,adicionando-se
adicionar,adicionaram
adicionar,adicionaram-se
adicionar,adicionares
adicionar,adicionar-lhe
adicionar,adicionarmos
adicionar,adicionar-se
adicionar,adiciona-se
adicionar,adiciona-se-lhe
adicionar,adicionasse
adicionar,adicionássemos
adicionar,adicionava
adicionar,adicionavam
adicionar,adicionavas
adicionar,adicionava-se
adicionar,adicione
adicionar,adicione-a
adicionar,adicione-as
adicionar,adicione-os
adicionar,adiciones
adicionar,adicionou
adido,adidos
adiposo,adiposa
adiposo,adiposas
adiposo,anti-adiposas
aditamento,aditamentos
aditar,adita
aditar,aditada
aditar,aditado
aditar,aditando
aditar,aditaram
aditar,adito
aditivo,aditivos
aditivo,aditiva
aditivo,aditivos
adivinha,adivinhas
adivinhação,adivinhações
adivinhado,adivinhada
adivinhado,adivinhados
adivinhar,adivinha
adivinhar,adivinhada
adivinhar,adivinhado
adivinhar,adivinhais
adivinhar,adivinhá-la
adivinhar,adivinhá-lo
adivinhar,adivinham
adivinhar,adivinhamos
adivinhar,adivinham-se
adivinhar,adivinhando
adivinhar,adivinhando-as
adivinhar,adivinhando-lhe
adivinhar,adivinhando-o
adivinhar,adivinhando-os
adivinhar,adivinhando-se
adivinhar,adivinhara
adivinhar,adivinhara-lhe
adivinhar,adivinharam
adivinhar,adivinhara-o
adivinhar,adivinharem
adivinhar,adivinharia
adivinhar,adivinhar-lhe
adivinhar,adivinhar-nos
adivinhar,adivinhar-se
adivinhar,adivinhas
adivinhar,adivinha-se
adivinhar,adivinhasse
adivinhar,adivinhassem
adivinhar,adivinhaste
adivinhar,adivinhava
adivinhar,adivinhava-lhe
adivinhar,adivinhava-lhes
adivinhar,adivinhavam
adivinhar,adivinhávamos
adivinhar,adivinhavam-se
adivinhar,adivinhava-o
adivinhar,adivinhava-os
adivinhar,adivinhava-se
adivinhar,adivinhava-se-lhes
adivinhar,adivinhe
adivinhar,adivinhei
adivinhar,adivinhei-lhe
adivinhar,adivinhei-lho
adivinhar,adivinhei-te
adivinhar,adivinhem
adivinhar,adivinhe-o
adivinhar,adivinho
adivinhar,adivinho-te
adivinhar,adivinhou
adivinhar,adivinhou-lhe
adivinhar,adivinhou-me
adivinhar,adivinhou-o
adivinhar,advinho
adivinho,adivinha
adivinho,adivinhos
adjacente,adjacentes
adjectivar,adjectiva
adjectivar,adjectivado
adjectivar,adjectivemos
adjectivar,adjectivou
adjectivo,adjectivos
adjudicação,adjudicações
adjudicar,adjudica
adjudicar,adjudicada
adjudicar,adjudicadas
adjudicar,adjudicado
adjudicar,adjudicados
adjudicar,adjudicá-las
adjudicar,adjudicaram
adjudicar,adjudicou
adjunto,adjunta
adjunto,adjuntos
adjunto,director adjunto
adjunto,directora adjunta
adjunto,directora-adjunta
adjunto,director-adjunto
adjunto,directores-adjuntos
adjunto,doutor-adjunto
adjunto,estado-adjunto
adjunto,ministro-adjunto
adjunto,secretário-adjunto
adjunto,técnico adjunto
adjunto,técnico-adjunto
adjunto,técnicos adjuntos
adjunto,treinador adjunto
adjunto,treinador-adjunto
adjunto,adjunta
adjunto,adjuntas
adjunto,adjuntos
administração,administrações
administrador,administradora
administrador,administradoras
administrador,administradora
administrador,administradoras
administrador,administradores
administrador,ex-administrador
administrar,administra
administrar,administrada
administrar,administradas
administrar,administrado
administrar,administrados
administrar,administrá-lo
administrar,administrá-los
administrar,administram
administrar,administramos
administrar,administram-se
administrar,administrando
administrar,administrando-lhes
administrar,administrará
administrar,administraram
administrar,administrarem
administrar,administrasse
administrar,administrava
administrar,administravam
administrar,administre
administrar,administrem
administrar,administrou
administrativo,administrativa
administrativo,administrativas
administrativo,administrativos
admiração,admirações
admirado,admirada
admirado,admiradas
admirado,admiradíssima
admirado,admiradíssimo
admirado,admiradíssimos
admirado,admirados
admirador,admiradora
admirador,admiradoras
admirador,admiradores
admirar,admira
admirar,admirada
admirar,admiradas
admirar,admirado
admirar,admirá-la
admirar,admirá-las
admirar,admira-lhe
admirar,admira-lhes
admirar,admirá-lo
admirar,admiram
admirar,admira-me
admirar,admiramos
admirar,admirámos
admirar,admiram-se
admirar,admirando
admirar,admirando-se
admirar,admira-o
admirar,admirara
admirar,admirará
admirar,admiraram
admirar,admirarem
admirar,admiraria
admirar,admiraríamos
admirar,admirar-lhe
admirar,admirar-me
admirar,admirarmos
admirar,admirar-se
admirar,admirar-se-á
admirar,admiras
admirar,admira-se
admirar,admiras-me
admirar,admirasse
admirar,admirassem
admirar,admirássemos
admirar,admira-te
admirar,admirava
admirar,admirava-a
admirar,admirava-lhe
admirar,admiravam
admirar,admiravam-lhe
admirar,admiravam-no
admirar,admirávamos
admirar,admiravam-se
admirar,admirava-o
admirar,admiravas
admirar,admirava-se
admirar,admire
admirar,admirei
admirar,admirei-me
admirar,admireis
admirar,admirem
admirar,admiremos
admirar,admiro
admirar,admiro-lhe
admirar,admiro-me
admirar,admiro-o
admirar,admirou
admirar,admirou-lhe
admirar,admirou-nos
admirar,admirou-se
admirativo,admirativa
admirativo,admirativas
admirativo,admirativos
admirável,admiráveis
admiravelmente,admiràvelmente
admissão,admissões
admissível,admissíveis
admitir,admita
admitir,admitam
admitir,admitamo-la
admitir,admitamos
admitir,admita-se
admitir,admite
admitir,admitem
admitir,admitem-na
admitir,admitem-no
admitir,admitem-nos
admitir,admitem-se
admitir,admite-os
admitir,admite-se
admitir,admiti
admitir,admitia
admitir,admitiam
admitir,admitiam-na
admitir,admitíamo-lo
admitir,admitíamos
admitir,admitias
admitir,admitia-se
admitir,admitida
admitir,admitidas
admitir,admitido
admitir,admitidos
admitir,admiti-la
admitir,admitimos
admitir,admitindo
admitir,admitindo-o
admitir,admitindo-se
admitir,admitira
admitir,admitirá
admitir,admitiram
admitir,admitiram-nos
admitir,admitiram-se
admitir,admitirei
admitir,admitirem
admitir,admitiremos
admitir,admitiria
admitir,admitiriam
admitir,admitiríamos
admitir,admitirias
admitir,admitir-lhe
admitir,admitirmos
admitir,admitir-se
admitir,admitir-se-ia
admitir,admitisse
admitir,admitissem
admitir,admitíssemos
admitir,admitiu
admitir,admitiu-o
admitir,admitiu-se
admitir,admito
admitir,admito-o
admoestação,admoestações
admoestar,admoesta
admoestar,admoestada
admoestar,admoestado
admoestar,admoestados
admoestar,admoestando
admoestar,admoestando-os
admoestar,admoestara
admoestar,admoestava
admoestar,admoestou
admoestar,admoestou-o
admoestar,admoestou-se
adobe,adobes
adobe,adobinhos
adoçar,adoça
adoçar,adoçada
adoçar,adoçadas
adoçar,adoçado
adoçar,adoçados
adoçar,adoçam
adoçar,adoçam-nos
adoçar,adoçando
adoçar,adoçando-a
adoçar,adoçando-lhe
adoçar,adoçara
adoçar,adoçar-se
adoçar,adoça-se
adoçar,adoçava
adoçar,adoçavam
adoçar,adoce
adoçar,adoçou
adocicado,adocicada
adocicado,adocicadas
adocicado,adocicados
adoecer,adoeça
adoecer,adoeçam
adoecer,adoece
adoecer,adoecem
adoecer,adoecendo
adoecer,adoecera
adoecer,adoeceram
adoecer,adoecerem
adoecer,adoecermos
adoecer,adoecessem
adoecer,adoeceu
adoecer,adoeci
adoecer,adoecia
adoecer,adoeciam
adoecer,adoecido
adoecer,adoeço
adoentado,adoentada
adolescente,adolescentes
adolescente,adolescentes
adolescente,pré-adolescentes
adopção,adopções
adoptado,adoptada
adoptado,adoptados
adoptar,adopta
adoptar,adoptada
adoptar,adoptadas
adoptar,adoptado
adoptar,adoptados
adoptar,adoptá-los
adoptar,adoptam
adoptar,adoptam-no
adoptar,adoptamos
adoptar,adoptámos
adoptar,adoptam-se
adoptar,adoptando
adoptar,adoptando-se
adoptar,adopta-o
adoptar,adoptara
adoptar,adoptará
adoptar,adoptaram
adoptar,adoptaram-na
adoptar,adoptaram-nas
adoptar,adoptaram-se
adoptar,adoptarão
adoptar,adoptarei
adoptar,adoptarem
adoptar,adoptaremos
adoptar,adoptaria
adoptar,adoptariam
adoptar,adoptar-me
adoptar,adoptarmos
adoptar,adoptar-se
adoptar,adoptar-se-á
adoptar,adopta-se
adoptar,adoptasse
adoptar,adoptassem
adoptar,adoptássemos
adoptar,adoptava
adoptar,adoptavam
adoptar,adopte
adoptar,adoptei
adoptar,adoptem
adoptar,adoptou
adoptar,adoptou-se
adoptivo,adoptiva
adoptivo,adoptivos
adoração,adorações
adorador,adoradoras
adorador,adoradores
adorar,adora
adorar,adora-a
adorar,adorada
adorar,adoradas
adorar,adorado
adorar,adorados
adorar,adorai
adorar,adorais
adorar,adora-la
adorar,adorá-la
adorar,adorá-lo
adorar,adoram
adorar,adora-me
adorar,adoram-me
adorar,adoram-nas
adorar,adoram-no
adorar,adoram-nos
adorar,adoramos
adorar,adorámos
adorar,adorando
adorar,adorando-o
adorar,adoraram
adorar,adorarão
adorar,adorarem
adorar,adoraria
adorar,adorar-nos
adorar,adorar-se
adorar,adorar-te
adorar,adoras
adorar,adora-se
adorar,adorasse
adorar,adorava
adorar,adorava-a
adorar,adoravam
adorar,adorava-me
adorar,adoravam-na
adorar,adoravam-no
adorar,adorávamos
adorar,adorava-os
adorar,adorava-se
adorar,adore
adorar,adorei
adorar,adorei-te
adorar,adoremos
adorar,adores
adorar,adoro
adorar,adoro-a
adorar,adoro-o
adorar,adoro-te
adorar,adorou
adorar,adorou-a
adorável,adoráveis
adormecer,adormeça
adormecer,adormeçam
adormecer,adormeças
adormecer,adormece
adormecer,adormecei
adormecer,adormecem
adormecer,adormecemos
adormecer,adormecendo
adormecer,adormecera
adormecer,adormeceram
adormecer,adormecerem
adormecer,adormeceria
adormecer,adormecermos
adormecer,adormeces
adormecer,adormeces-me
adormecer,adormecesse
adormecer,adormecêssemos
adormecer,adormeceste
adormecer,adormeceu
adormecer,adormeceu-lhe
adormecer,adormeceu-me
adormecer,adormeci
adormecer,adormecia
adormecer,adormeciam
adormecer,adormeciam-nos
adormecer,adormecias
adormecer,adormecia-te
adormecer,adormecida
adormecer,adormecidas
adormecer,adormecido
adormecer,adormeço
adormecido,adormecida
adormecido,adormecidas
adormecido,adormecidos
adormentar,adormenta
adormentar,adormentada
adormentar,adormentado
adormentar,adormenta-me
adormentar,adormentavam
adormentar,adormente
adornar,adorna
adornar,adornada
adornar,adornadas
adornar,adornado
adornar,adornados
adornar,adorná-la
adornar,adorná-las
adornar,adorna-lo
adornar,adornam
adornar,adornam-se
adornar,adornando
adornar,adornaram
adornar,adornar-me
adornar,adorna-se
adornar,adornasse
adornar,adornava
adornar,adornavam
adornar,adornava-me
adornar,adorne
adornar,adornei
adornar,adorne-se
adornar,adorno
adornar,adornou
adorno,adornos
adquirente,adquirentes
adquirido,adquiridas
adquirido,adquiridos
adquirir,adquira
adquirir,adquiram
adquirir,adquire
adquirir,adquirem
adquirir,adquirem-no
adquirir,adquirem-se
adquirir,adquires
adquirir,adquire-se
adquirir,adquiri
adquirir,adquiria
adquirir,adquiriam
adquirir,adquiria-se
adquirir,adquirida
adquirir,adquiridas
adquirir,adquirido
adquirir,adquiridos
adquirir,adquiri-la
adquirir,adquirimos
adquirir,adquirindo
adquirir,adquirindo-lhes
adquirir,adquirira
adquirir,adquirirá
adquirir,adquiriram
adquirir,adquiriram-no
adquirir,adquiriram-nos
adquirir,adquirirão
adquirir,adquirirem
adquirir,adquiriria
adquirir,adquiririam
adquirir,adquirirmos
adquirir,adquirir-se
adquirir,adquirisse
adquirir,adquiriste
adquirir,adquiriu
adquirir,adquiro
adregar,adrega
adregar,adregando
adregar,adregara
adregar,adregas
adregar,adregasse
adregar,adregava
adregar,adrego
adriático,adriática
adro,adros
adro,adrozinho
adstrito,adstrita
adstrito,adstritas
adstrito,adstritos
aduaneiro,aduaneira
aduaneiro,aduaneiras
aduaneiro,aduaneiros
aduaneiro,aduaneira
aduaneiro,aduaneiras
aduaneiro,aduaneiros
aduar,aduares
adubação,adubações
adubar,aduba
adubar,aduba-a
adubar,adubada
adubar,adubadas
adubar,adubado
adubar,adubados
adubar,adubando
adubar,adubarem
adubar,adubava
adubar,adubei
adubar,adubou
adubo,adubos
aduela,aduelas
adufe,adufes
adulação,adulações
adulador,aduladora
adulador,aduladores
adular,adula
adular,adulada
adular,adulados
adular,adulá-lo
adular,adulam
adular,adularam
adular,adulava
adulterar,adultera
adulterar,adulterada
adulterar,adulteradas
adulterar,adulterado
adulterar,adulterados
adulterar,adulterá-la
adulterar,adulterando
adulterar,adulterarem
adulterar,adultere
adulterar,adultero
adultério,adultérios
adúltero,adúltera
adúltero,adúlteras
adúltero,adúltera
adúltero,adúlteras
adúltero,adúlteros
adulto,adulta
adulto,adultas
adulto,adultos
adulto,adulta
adulto,adultas
adulto,adultos
adunco,adunca
adunco,aduncas
adunco,aduncos
adusto,adusta
adusto,adustas
adusto,adustos
adutor,adutora
adutor,adutoras
adutor,adutores
aduzir,aduz
aduzir,aduzidas
aduzir,aduzido
aduzir,aduzidos
aduzir,aduzindo
aduzir,aduziria
aduzir,aduziu
advérbio,advérbios
adversário,adversária
adversário,adversárias
adversário,adversária
adversário,adversárias
adversário,adversários
adversidade,adversidades
adverso,adversa
adverso,adversas
adverso,adversos
advertência,advertências
advertir,adverte
advertir,advertem
advertir,advertem-me
advertir,adverte-o
advertir,adverti
advertir,advertia
advertir,advertida
advertir,advertido
advertir,advertidos
advertir,adverti-lo
advertir,advertindo
advertir,advertindo-o
advertir,advertindo-se
advertir,advertira
advertir,advertirá
advertir,advertiram
advertir,advertir-nos
advertir,advertiu
advertir,advertiu-a
advertir,advertiu-me
advertir,advertiu-o
advertir,advirta
advertir,advirta-se
advir,adveio
advir,adveio-lhe
advir,advém
advir,advêm
advir,advém-lhe
advir,advêm-lhes
advir,advenham
advir,advieram
advir,adviesse
advir,adviessem
advir,advinda
advir,advindos
advir,advinha
advir,advinham
advir,advinhas
advir,advinha-se
advir,advirá
advir,advirão
advogado,advogada
advogado,advogadas
advogado,advogados
advogar,advoga
advogar,advogada
advogar,advogadas
advogar,advogado
advogar,advogados
advogar,advogam
advogar,advogámos
advogar,advogando
advogar,advogará
advogar,advogaram
advogar,advogar-se
advogar,advoga-se
advogar,advogasse
advogar,advogava
advogar,advogavam
advogar,advogou
advogar,advoguei
advogar,advoguem
aéreo,aérea
aéreo,aéreas
aéreo,aéreos
aéreo,subaérea
aéreo,subaéreo
aeróbico,aeróbica
aeroclube,aero-clube
aerodinâmico,aerodinâmica
aerodinâmico,aerodinâmicas
aerodinâmico,aerodinâmicos
aeródromo,aeródromos
aeroespacial,aeroespaciais
aeronáutico,aeronáutica
aeronáutico,aeronáuticas
aeronáutico,aeronáuticos
aeronave,aeronaves
aeroporto,aeroportos
aerostático,aerostática
aerostático,aerostáticas
afã,afãs
afadigar,afadiga
afadigar,afadigada
afadigar,afadigado
afadigar,afadigados
afadigar,afadigam
afadigar,afadigamos
afadigar,afadigam-se
afadigar,afadiga-se
afadigar,afadigassem
afadigar,afadigava
afadigar,afadigava-se
afadigar,afadigou-se
afagar,afaga
afagar,afaga-a
afagar,afagada
afagar,afagá-la
afagar,afaga-lhe
afagar,afagá-lo
afagar,afagam
afagar,afagam-na
afagar,afagando
afagar,afagando-a
afagar,afagando-lhe
afagar,afagando-me
afagar,afagando-o
afagar,afagando-os
afagar,afaga-o
afagar,afaga-os
afagar,afagara
afagar,afagara-lhe
afagar,afagarem-nas
afagar,afagar-lhe
afagar,afagar-lhe-ia
afagar,afaga-se
afagar,afagasse
afagar,afagava
afagar,afagava-a
afagar,afagava-as
afagar,afagava-lhe
afagar,afagava-lhes
afagar,afagavam
afagar,afago
afagar,afagou
afagar,afagou-as
afagar,afagou-lhe
afagar,afagou-me
afagar,afagou-o
afagar,afague
afagar,afaguei
afagar,afaguei-lhe
afago,afagos
afamado,afamada
afamado,afamadas
afamado,afamados
afastado,afastada
afastado,afastadas
afastado,afastadinhos
afastamento,afastamentos
afastar,afasta
afastar,afasta-a
afastar,afastada
afastar,afastadas
afastar,afastado
afastar,afastados
afastar,afastá-la
afastar,afastá-las
afastar,afasta-lo
afastar,afastá-lo
afastar,afastá-los
afastar,afastam
afastar,afastam-nos
afastar,afastamo-nos
afastar,afastámo-nos
afastar,afastamos
afastar,afastámos
afastar,afastam-se
afastar,afastando
afastar,afastando-a
afastar,afastando-lhe
afastar,afastando-me
afastar,afastando-o
afastar,afastando-os
afastar,afastando-se
afastar,afasta-o
afastar,afastara
afastar,afastará
afastar,afastaram
afastar,afastaram-me
afastar,afastaram-na
afastar,afastaram-no
afastar,afastaram-nos
afastar,afastaram-se
afastar,afastarão
afastar,afastara-se
afastar,afastarem
afastar,afastarem-se
afastar,afastaria
afastar,afastar-me
afastar,afastarmo-nos
afastar,afastarmos
afastar,afastar-nos
afastar,afastar-se
afastar,afastar-se-ão
afastar,afastar-se-ia
afastar,afastas
afastar,afasta-se
afastar,afastasse
afastar,afastassem
afastar,afastaste
afastar,afasta-te
afastar,afastava
afastar,afastavam
afastar,afastava-me
afastar,afastavam-no
afastar,afastávamo-nos
afastar,afastávamos
afastar,afastavam-se
afastar,afastava-o
afastar,afastava-os
afastar,afastava-se
afastar,afaste
afastar,afastei
afastar,afastei-a
afastar,afastei-as
afastar,afastei-me
afastar,afastei-o
afastar,afastem
afastar,afastemo-nos
afastar,afastemos
afastar,afastem-se
afastar,afastes
afastar,afaste-se
afastar,afasto
afastar,afasto-me
afastar,afastou
afastar,afastou-a
afastar,afastou-as
afastar,afastou-lhas
afastar,afastou-o
afastar,afastou-os
afastar,afastou-se
afável,afáveis
afazer,afaz
afazer,afazer-se
afazer,afazes
afazer,afazia
afazer,afeita
afazer,afeitas
afazer,afeito
afazer,afizeram-se
afazer,afizesse
afazer,afiz-me
afecção,afecções
afectação,afectações
afectação,reafectação
afectado,afectadíssima
afectado,afectados
afectar,afecta
afectar,afectada
afectar,afectadas
afectar,afectado
afectar,afectados
afectar,afectá-las
afectar,afectam
afectar,afecta-me
afectar,afectam-no
afectar,afectam-nos
afectar,afectam-se
afectar,afectando
afectar,afectando-as
afectar,afecta-nos
afectar,afectara
afectar,afectará
afectar,afectaram
afectar,afectaram-se
afectar,afectarão
afectar,afectarem
afectar,afectaria
afectar,afectariam
afectar,afectar-lhe
afectar,afectar-nos
afectar,afectas
afectar,afectasse
afectar,afectassem
afectar,afectava
afectar,afectavam
afectar,afectava-o
afectar,afecte
afectar,afectei
afectar,afectem
afectar,afecto
afectar,afectou
afectar,afectou-a
afectar,afectou-lhe
afectar,afectou-nos
afectivo,afectiva
afectivo,afectivas
afectivo,afectivos
afecto,afecta
afecto,afectas
afecto,afectos
afecto,afectos
afectuoso,afectuosa
afectuoso,afectuosas
afectuoso,afectuosos
afegão,afegã
afegão,afegãos
afegão,afegãs
afegão,afegã
afegão,afegãos
afegão,afegãs
afeição,afeições
afeiçoar,afeiçoa
afeiçoar,afeiçoada
afeiçoar,afeiçoadas
afeiçoar,afeiçoado
afeiçoar,afeiçoam
afeiçoar,afeiçoando
afeiçoar,afeiçoara
afeiçoar,afeiçoara-lhe
afeiçoar,afeiçoaram
afeiçoar,afeiçoaram-se
afeiçoar,afeiçoara-se
afeiçoar,afeiçoar-me
afeiçoar,afeiçoasse
afeiçoar,afeiçoava
